Timestamp,Scan Number,Trading Pair,DEX,Price,Input Amount,Output Amount,Price Impact (%),Has Arbitrage,Arbitrage Buy DEX,Arbitrage Sell DEX,Arbitrage Profit (%),Arbitrage Profit Amount,Best Arbitrage of Scan,Scan Duration (ms)
2025-06-03T02:18:37.664Z,1,ORCA/USDT,Orca-Whirlpool,2.72021892,100,272.021892,0.0017416479385675382,false,,,0,0,false,10292
2025-06-03T02:18:37.664Z,1,ORCA/USDT,Obric V2,2.72021892,100,272.021892,0.0017416479385675382,false,,,0,0,false,10292
2025-06-03T02:18:37.664Z,1,JUP/USDT,OpenBook,0.55283209,100,55.283209,0,false,,,0,0,false,10353
2025-06-03T02:18:37.664Z,1,JUP/USDT,Meteora,0.55283209,100,55.283209,0,false,,,0,0,false,10353
2025-06-03T02:18:37.664Z,1,JUP/USDT,Obric V2,0.55283209,100,55.283209,0,false,,,0,0,false,10353
2025-06-03T02:18:37.664Z,1,WIF/USDT,SolFi,0.97702782,100,97.702782,0,false,,,0,0,false,10301
2025-06-03T02:18:37.664Z,1,WIF/USDT,Obric V2,0.97702782,100,97.702782,0,false,,,0,0,false,10301
2025-06-03T02:18:37.664Z,1,RAY/ORCA,Raydium,0.90605582,100,90.605582,0.002544104672266773,false,,,0,0,false,10276
2025-06-03T02:18:37.664Z,1,RAY/ORCA,Orca-Whirlpool,0.90605582,100,90.605582,0.002544104672266773,false,,,0,0,false,10276
2025-06-03T02:18:37.664Z,1,RAY/JUP,Raydium,4.4732,100,447.32,0.0012558518960751797,false,,,0,0,false,10294
2025-06-03T02:18:37.664Z,1,RAY/JUP,Lifinity,4.4732,100,447.32,0.0012558518960751797,false,,,0,0,false,10294
2025-06-03T02:18:37.664Z,1,RAY/JUP,OpenBook,4.4732,100,447.32,0.0012558518960751797,false,,,0,0,false,10294
